Waktu;Hari;Kelompok_Umur_Pengemudi;Jenis_Kelamin_Pengemudi;Pendidikan;Hubungan_Pengemudi_Kendaraan;Pengalaman_Mengemudi;Jenis_Kendaraan;Pemilik_Kendaraan;Usia_Kendaraan;Kerusakan_Kendaraan;Lokasi_Kecelakaan;Jalur_atau_Median;Kondisi_Jalan;Jenis_Persimpangan;Jenis_Permukaan_Jalan;Kondisi_Permukaan_Jalan;Kondisi_Pencahayaan;Kondisi_Cuaca;Jenis_Tabrakan;Jumlah_Kendaraan_Terlibat;Jumlah_Korban;Pergerakan_Kendaraan;Kelas_Korban;Jenis_Kelamin_Korban;Kelompok_Umur_Korban;Keparahan_Korban;Pekerjaan_Korban;Kondisi_Korban;Pergerakan_Pejalan_Kaki;Penyebab_Kecelakaan;Tingkat_Keparahan_Kecelakaan
17:45:00;Kamis;31-50;Laki-laki;SMP;Karyawan;Lebih dari 10 Tahun;Mobil;Milik Pribadi;1-2 Tahun;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah Tanpa Median;Jalan di Lereng Curam;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Hewan;2;2;Berjalan Lurus;Pengemudi atau Pengendara;Perempuan;18-30;3;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Berat
22:45:00;Senin;18-30;Perempuan;SMP;Karyawan;Lebih dari 10 Tahun;Truk Sedang;Milik Pribadi;;Tidak Ada Kerusakan;Area Perkantoran;Jalan Satu Arah;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Basah;Malam (Lampu Menyala);Hujan;Tabrakan dengan Hewan;2;3;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Berat
22:45:00;Senin;18-30;Laki-laki;SMP;Milik Pribadi;5-10 Tahun;Public (13?45 seats);Milik Pribadi;;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Basah;Malam (Lampu Menyala);Hujan;Tabrakan dengan Hewan;2;3;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Mundur;Cedera Ringan
22:45:00;Senin;18-30;Laki-laki;Sekolah Dasar;Karyawan;2-5 Tahun;Public (13?45 seats);Milik Pribadi;;Tidak Ada Kerusakan;Area Perkantoran;Lainnya;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Basah;Malam (Lampu Menyala);Hujan;Tabrakan dengan Hewan;2;3;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Berat
22:45:00;Senin;18-30;Laki-laki;SMP;Karyawan;2-5 Tahun;;Milik Pribadi;Lebih dari 10 Tahun;Tidak Ada Kerusakan;Area Permukiman;Lainnya;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Basah;Malam (Lampu Menyala);Hujan;Tabrakan dengan Hewan;2;3;Mundur;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Bekerja;Normal;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Pejalan Kaki;Cedera Ringan
08:20:00;Selasa;18-30;Laki-laki;SMP;Karyawan;Kurang dari 1 Tahun;Truk Panjang;Milik Pribadi;5-10 Tahun;Tidak Ada Kerusakan;Area Permukiman;Jalan Satu Arah;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Hewan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;diBawah 51;3;Pengemudi;Normal;Bukan Pejalan Kaki;Mundur;Cedera Berat
08:20:00;Selasa;diBawah 51;Laki-laki;SMP;Karyawan;2-5 Tahun;Truk Besar;Milik Pribadi;;Tidak Ada Kerusakan;Lainnya;Jalan Satu Arah;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Hewan;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Turun dari Kendaraan dengan Tidak Benar;Cedera Ringan
15:10:00;Kamis;18-30;Laki-laki;SMP;Karyawan;2-5 Tahun;Truk Sedang;Milik Pribadi;5-10 Tahun;Tidak Ada Kerusakan; Church areas;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Hewan;1;1;Mundur;Pengemudi atau Pengendara;Laki-laki;18-30;3;Pengemudi;Normal;Bukan Pejalan Kaki;Menyalip;Cedera Berat
12:11:00;Kamis;18-30;Laki-laki;Sekolah Dasar;Karyawan;5-10 Tahun;Truk Besar;Milik Pribadi;;Tidak Ada Kerusakan;  Recreational areas;Lainnya;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Siang;Normal;Lainnya;2;1;Keluar dari Kendaraan;Penumpang;Perempuan;31-50;3;Pengemudi;Normal;Bukan Pejalan Kaki;Muatan Berlebih;Cedera Berat
12:11:00;Kamis;31-50;Laki-laki;SMP;Karyawan;Lebih dari 10 Tahun;Public (12 seats);Milik Pribadi;;; Industrial areas;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Siang;Normal;Kendaraan Terguling;2;1;Berputar Balik;Penumpang;Laki-laki;18-30;3;Karyawan;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Berat
18:36:00;Rabu;18-30;Laki-laki;;Tidak Diketahui;;;;;;Area Permukiman;Lainnya;;Persimpangan Umum;Jalan Aspal dengan Kerusakan Ringan;Kering;Siang;Normal;Tabrakan dengan Hewan;2;3;Kendaraan Terbalik;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Parkir Tidak Semestinya;Cedera Ringan
18:36:00;Rabu;18-30;Laki-laki;SMP;Karyawan;2-5 Tahun;Taksi;Milik Pribadi;Lebih dari 10 Tahun;Tidak Ada Kerusakan;Area Permukiman;Lainnya;Jalan Lurus di Daerah Berbukit;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Kendaraan Terguling;2;3;Berjalan Lurus;Pengemudi atau Pengendara;Perempuan;31-50;3;Wiraswasta;Normal;Bukan Pejalan Kaki;Lainnya;Cedera Ringan
18:36:00;Rabu;18-30;Tidak Diketahui;SMP;Karyawan;5-10 Tahun;;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah dengan Median;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Hewan;2;3;Berjalan Lurus;Pejalan Kaki;Laki-laki;diBawah 51;3;Pengemudi;Normal;Menyeberang dari Sisi Dekat, Terhalang Kendaraan Parkir;Berpindah Jalur ke Kiri;Cedera Ringan
14:35:00;Jumat;18-30;Laki-laki;Perguruan Tinggi;Karyawan;2-5 Tahun;Mobil;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan;  Market areas;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Hewan;1;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Ringan
12:25:00;Selasa;diAtas 51;Tidak Diketahui;;Tidak Diketahui;;;;;;Tidak Diketahui;Lainnya;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;31-50;3;;;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Pejalan Kaki;Cedera Ringan
12:25:00;Selasa;18-30;Laki-laki;;Karyawan;1-2 Tahun;Truk Besar;Milik Pribadi;;Tidak Ada Kerusakan; Industrial areas;Lainnya;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Terjatuh dari Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;18-30;2;Pengemudi;Normal;Bukan Pejalan Kaki;Melebihi Batas Kecepatan;Cedera Ringan
15:30:00;Senin;18-30;Laki-laki;SMP;Karyawan;2-5 Tahun;Mobil;Milik Pribadi;;Tidak Ada Kerusakan;Area Permukiman;Jalan Dua Arah dengan Marka Garis Utuh;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Kendaraan yang Parkir di Pinggir Jalan;1;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Berpindah Jalur ke Kiri;Cedera Ringan
18:10:00;Kamis;18-30;Laki-laki;SMP;Karyawan;Lebih dari 10 Tahun;Mobil;Pemerintah;Kurang dari 1 Tahun;Tidak Ada Kerusakan;Area Permukiman;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Kendaraan yang Parkir di Pinggir Jalan;1;1;Mundur;Pengemudi atau Pengendara;Laki-laki;18-30;3;Pengemudi;;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Kendaraan;Cedera Ringan
15:25:00;Kamis;18-30;Laki-laki;SMP;Karyawan;Kurang dari 1 Tahun;Truk Besar;Milik Pribadi;5-10 Tahun;Tidak Ada Kerusakan;Lainnya;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Kendaraan Terguling;2;1;Berputar Balik;Penumpang;Perempuan;18-30;3;;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Ringan
15:25:00;Kamis;31-50;Tidak Diketahui;SMP;Karyawan;2-5 Tahun;Mobil;Pemerintah;;Tidak Ada Kerusakan;Area Permukiman;Lainnya;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Hewan;2;1;Kendaraan Terbalik;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
13:57:00;Sabtu;diAtas 51;Laki-laki;SMP;Karyawan;Kurang dari 1 Tahun;Mobil;Milik Pribadi;1-2 Tahun;Tidak Ada Kerusakan;Area Desa;Jalan Dua Arah Tanpa Median;Tikungan Landai;Persimpangan Bentuk O;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Hewan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Perempuan;18-30;3;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Pejalan Kaki;Cedera Ringan
13:57:00;Sabtu;18-30;Laki-laki;SMA;Karyawan;5-10 Tahun;Mobil;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan;Area Desa;Jalan Dua Arah Tanpa Median;Tikungan Landai;Persimpangan Bentuk O;Jalan Aspal;Kering;Siang;Normal;Terjatuh dari Kendaraan;2;1;Berjalan Lurus;Pejalan Kaki;Laki-laki;diBawah 51;3;Pengemudi;Normal;Tidak Diketahui atau Lainnya;Tidak Menjaga Jarak Aman;Cedera Ringan
20:30:00;Jumat;18-30;Laki-laki;Perguruan Tinggi;Karyawan;1-2 Tahun;Taksi;Milik Pribadi;;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah dengan Median;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan dengan Kendaraan yang Parkir di Pinggir Jalan;2;2;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Kendaraan;Cedera Ringan
20:30:00;Jumat;diAtas 51;Laki-laki;SMP;Karyawan;Kurang dari 1 Tahun;;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan;Area Permukiman;Jalan Dua Arah Tanpa Median;Tikungan Landai;Persimpangan Umum;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan dengan Hewan;2;2;Berjalan Lurus;Pengemudi atau Pengendara;Perempuan;18-30;2;Pengemudi;Normal;Bukan Pejalan Kaki;Lainnya;Cedera Ringan
20:30:00;Jumat;diAtas 51;Laki-laki;;Tidak Diketahui;;;Milik Pribadi;;;Area Permukiman;Lainnya;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan dengan Hewan;2;2;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Mengemudi Secara Ceroboh;Cedera Ringan
16:30:00;Minggu;diAtas 51;Laki-laki;SMA;Karyawan;Kurang dari 1 Tahun;Mobil;Milik Pribadi;;7; Outside rural areas;Lainnya;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Pejalan Kaki;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Perempuan;18-30;3;Karyawan;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kiri;Cedera Ringan
16:30:00;Minggu;31-50;Laki-laki;SMA;Karyawan;Kurang dari 1 Tahun;Pickup;Milik Pribadi;Lebih dari 10 Tahun;;Area Permukiman;Lainnya;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;Normal;Bukan Pejalan Kaki;Mengemudi Secara Ceroboh;Cedera Ringan
21:50:00;Minggu;31-50;Laki-laki;;Tidak Diketahui;;;Milik Pribadi;5-10 Tahun;5; Church areas;Lainnya;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan Antar Kendaraan;2;2;Berjalan Lurus;Pengemudi atau Pengendara;Perempuan;31-50;3;Pengemudi;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kiri;Cedera Ringan
21:50:00;Minggu;18-30;Laki-laki;SMA;Karyawan;2-5 Tahun;Mobil;Milik Pribadi;;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan dengan Pejalan Kaki;2;2;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;18-30;3;;;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Kendaraan;Cedera Ringan
09:12:00;Rabu;18-30;Laki-laki;SMP;Karyawan;Lebih dari 10 Tahun;Public (12 seats);Milik Pribadi;Tidak Diketahui;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Pegunungan;Persimpangan Bentuk Y;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pejalan Kaki;Laki-laki;diBawah 51;3;Wiraswasta;Normal;Menyeberang dari Sisi Dekat, Terhalang Kendaraan Parkir;Tidak Menjaga Jarak Aman;Cedera Ringan
09:12:00;Rabu;18-30;Laki-laki;SMP;Karyawan;Lebih dari 10 Tahun;Public (13?45 seats);Pemerintah;;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah dengan Marka Putus-putus;Jalan di Lereng Curam;Persimpangan Bentuk Y;Jalan Berkerikil;Kering;Siang;Normal;Tabrakan dengan Objek di Pinggir Jalan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;diBawah 51;3;;;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Ringan
14:40:00;Jumat;31-50;Laki-laki;SMP;Karyawan;5-10 Tahun;Truk Sedang;Milik Pribadi;2-5 Tahun;;Lainnya;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Pegunungan;Persimpangan Bentuk Y;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;1;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Wiraswasta;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Berat
10:36:00;Jumat;31-50;Laki-laki;SMP;Karyawan;1-2 Tahun;Station Wagon;Milik Pribadi;2-5 Tahun;;Lainnya;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Mengemudi dengan Kecepatan Tinggi;Cedera Ringan
10:36:00;Jumat;31-50;Laki-laki;Tidak Diketahui;Karyawan;Kurang dari 1 Tahun;Ridden horse;Milik Pribadi;Tidak Diketahui;Tidak Ada Kerusakan;Area Permukiman;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Perempuan;18-30;3;Wiraswasta;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
18:19:00;Senin;18-30;Laki-laki;SMP;Karyawan;Kurang dari 1 Tahun;Station Wagon;Milik Pribadi;;;Lainnya;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Kendaraan Terguling;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Ringan
18:19:00;Senin;18-30;Laki-laki;SMA;Karyawan;2-5 Tahun;Mobil;Milik Pribadi;Kurang dari 1 Tahun;;Lainnya;Jalan Dua Arah Tanpa Median;Jalan Lurus dengan Kemiringan Landai di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;18-30;2;;;Bukan Pejalan Kaki;Berpindah Jalur ke Kiri;Cedera Ringan
19:12:00;Selasa;18-30;Laki-laki;SMP;Milik Pribadi;1-2 Tahun;Mobil;Milik Pribadi;5-10 Tahun;;Lainnya;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Lainnya;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Perempuan;diAtas 51;3;Wiraswasta;Normal;Bukan Pejalan Kaki;Turun dari Kendaraan dengan Tidak Benar;Cedera Ringan
